Table Index,Row Index,Original English,Thai Translation,Status
1,1652,Avoids fossil fuel extraction ,หลีกเลี่ยงการสกัดเชื้อเพลิงฟอสซิล,Translated
1,1653,Results in net negative carbon emissions,ส่งผลให้เกิดการปล่อยก๊าซคาร์บอนสุทธิติดลบ,Translated
1,1654,1.1 ,1.1 ,Skipped/Protected
1,1655,to ,ถึง,Translated
1,1656,3,3,Skipped/Protected
1,1657, Tons CO2e Reduced ,ตัน CO2e ลดลง,Translated
1,1658,Net Negative Emissions,การปล่อยก๊าซเรือนกระจกสุทธิ,Translated
1,1659,Alternative Paths to Achieving Zero Plastic Waste: High Impact Interventions,เส้นทางทางเลือกสู่การมีขยะพลาสติกเป็นศูนย์: การแทรกแซงที่มีผลกระทบสูง,Translated
1,1660,Alternative Paths to Achieving Zero Plastic Waste: High Impact Interventions,เส้นทางทางเลือกสู่การมีขยะพลาสติกเป็นศูนย์: การแทรกแซงที่มีผลกระทบสูง,Translated
1,1661,What do you think are alternative paths to generate zero or near-zero plastic waste?,คุณคิดว่าอะไรคือทางเลือกอื่นในการสร้างขยะพลาสติกเป็นศูนย์หรือใกล้ศูนย์?,Translated
1,1662,We’ve discussed so much about the issue of plastic waste and its impact on climate.,เราได้พูดคุยกันมากมายเกี่ยวกับปัญหาขยะพลาสติกและผลกระทบต่อสภาพภูมิอากาศ,Translated
1,1663,Extended Producer Responsibility (EPR),ความรับผิดชอบของผู้ผลิตเพิ่มเติม (EPR),Translated
1,1664,Phasing out waste incineration,ยุติการเผาขยะ,Translated
1,1665,Maximizing reuse and recyclability for other waste streams ,เพิ่มการใช้ซ้ำและการรีไซเคิลให้เกิดประโยชน์สูงสุดสำหรับขยะอื่นๆ,Translated
1,1666,Using less plastic ,ใช้พลาสติกให้น้อยลง,Translated
1,1667,Select each intervention to find out what Professor Malee has to say about it.,เลือกการแทรกแซงแต่ละรายการเพื่อดูว่าศาสตราจารย์มาลีพูดถึงเรื่องนี้อย่างไร,Translated
1,1668,Professor Malee: We’ve discussed so much about the issue of plastic waste and its impact on climate. Now you tell me - what do you think are alternative paths to generate zero or near-zero plastic waste? ,ศาสตราจารย์มาลี: เราได้พูดคุยกันมากมายเกี่ยวกับปัญหาขยะพลาสติกและผลกระทบต่อสภาพภูมิอากาศ ตอนนี้คุณบอกฉันแล้ว คุณคิดว่าอะไรคือทางเลือกอื่นในการสร้างขยะพลาสติกเป็นศูนย์หรือใกล้เป็นศูนย์?,Translated
1,1669, , ,Skipped/Protected
1,1670,Nisha: Using less plastic is the most obvious solution. ,Nisha: การใช้พลาสติกให้น้อยลงคือทางออกที่ชัดเจนที่สุด,Translated
1,1671, , ,Skipped/Protected
1,1672,Daniel: I’d say phase out waste incineration. ,แดเนียล: ฉันจะบอกว่ายุติการเผาขยะ,Translated
1,1673, , ,Skipped/Protected
1,1674,Anya: I believe maximizing reuse and recyclability for other waste streams is the way forward. ,Anya: ฉันเชื่อว่าการเพิ่มการใช้ซ้ำและการรีไซเคิลให้สูงสุดสำหรับขยะประเภทอื่นๆ คือหนทางข้างหน้า,Translated
1,1675, , ,Skipped/Protected
1,1676,"Professor Malee: All these responses are actually high-impact interventions that can contribute to reducing plastic waste significantly. To this list, I’d add Extended Producer Responsibility or EPR.  ",ศาสตราจารย์มาลี: คำตอบทั้งหมดนี้เป็นมาตรการที่มีผลกระทบสูงจริงๆ ซึ่งสามารถช่วยลดขยะพลาสติกได้อย่างมาก ในรายการนี้ ฉันจะเพิ่ม Extended Producer Responsibility หรือ EPR,Translated
